voter_id,survey_id,response_date,question_id,question_text,is_parent,parent_question,optional_data,dropdown_value,score,comments,Start_Year,Location,Dept
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,9,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,9,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,9,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,512,Meaning & Purpose,Yes,,,,,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,9,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,9,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,513,Clarity,Yes,,,,,We are generally pretty clear in our comms and I know what is expected of me.,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,8,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,8,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,9,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,514,Enablement,Yes,,,,,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,9,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,9,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,506,Open Question,Yes,,,,,,2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,9,"Very happy, mainly due to the relationship with my line manager.",2016-2017,Paris,HR
7b524926561289156cffc606232842d45c3dd010ed919b4ba097790d50eff626,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,7,"I love work and I love my job and friends at work. The culture makes it a great place to be however it is starting to slip and cracks are appearing. The pay is under market rates, the free issue isn't comparable across sites (with Paris fridges mostly empty), the fun activities happening to make up for the below market rate pay are barely happening anymore. It is slowly becoming a corporate profit focused machine rather than understanding that treating existing employees well with a few perks beats the recruitment cost and training cost of replacing them all the time.",2016-2017,Paris,HR
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,494,Safety,Yes,,,,,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,4,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,488,How much do you trust your organisation?,No,Safety,,,6,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,7,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,508,Freedom,Yes,,,,,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,7,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,7,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,509,Relationships,Yes,,,,,"Love my team, we have such a strong culture.",2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,8,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,493,How much do you enjoy working with your team?,No,Relationships,,,9,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,499,How well do you get on with people at work?,No,Relationships,,,7,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,510,Acknowledgment,Yes,,,,,"I feel we could do more to improve how valued people feel, perhaps some form of recognition, doesn't have to be financial, could be as simple as shout outs in weekly meetings for great work.",2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,492,How much do you feel valued as an individual?,No,Acknowledgment,,,6,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,498,How much do you feel your opinions are listened to?,No,Acknowledgment,,,8,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,511,Personal Growth,Yes,,,,,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,7,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,8,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,9,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,512,Meaning & Purpose,Yes,,,,,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,9,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,10,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,513,Clarity,Yes,,,,,Very clear across the board.,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,10,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,9,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,10,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,514,Enablement,Yes,,,,,"Nice and clear on what is expected of me, but would like more resources to help me deliver. More access to decision makers would help me be more efficient.",2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,7,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,5,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,506,Open Question,Yes,,,,,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,9,,2016-2017,Paris,Sales
449d002c9baad97cf8f17c2ba2ca7d79a9989598cb09a6f9723ffe45fad02bce,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,8,"The positives -- Great Team to work with, Happy & friendly environment. Free coffee, Good training and support. Good Holiday allowance. Good incentives.  The negatives -- Working two weeks of late shifts and weekends with no days off in the week for working the extra days at the weekends. No cleaning in the call centre",2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,494,Safety,Yes,,,,,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,6,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,7,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,508,Freedom,Yes,,,,,I don't understand why I don't get as much freedom as others in my team?,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,6,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,5,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,509,Relationships,Yes,,,,,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,8,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,493,How much do you enjoy working with your team?,No,Relationships,,,7,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,499,How well do you get on with people at work?,No,Relationships,,,7,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,510,Acknowledgment,Yes,,,,,I feel comfortable sharing my ideas because over time my colleagues and managers have shown they listen and take onboard my ideas.,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,492,How much do you feel valued as an individual?,No,Acknowledgment,,,7,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,498,How much do you feel your opinions are listened to?,No,Acknowledgment,,,8,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,511,Personal Growth,Yes,,,,,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,8,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,8,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,9,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,512,Meaning & Purpose,Yes,,,,,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,10,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,9,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,513,Clarity,Yes,,,,,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,9,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,9,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,8,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,514,Enablement,Yes,,,,,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,7,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,8,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,506,Open Question,Yes,,,,,,2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,9,"Happy, would like more freedom in my role to try new things.",2016-2017,Paris,Sales
aea207b01b379affbb4ca949578103f3f4b49bdf24755a178c86a5280ea19710,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,7,My only real reason I wouldn't recommend is pay.,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,494,Safety,Yes,,,,,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,6,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,6,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,508,Freedom,Yes,,,,,"There seems to be a clique and if you're in it, its ok, you have all the freedom in the world. If you're not in it then you're being micro managed.",2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,6,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,5,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,509,Relationships,Yes,,,,,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,7,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,493,How much do you enjoy working with your team?,No,Relationships,,,6,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,499,How well do you get on with people at work?,No,Relationships,,,6,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,510,Acknowledgment,Yes,,,,,"As I've mentioned before there are little cliques and if you're in it you'll be valued, if you're not then no chance.",2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,492,How much do you feel valued as an individual?,No,Acknowledgment,,,7,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,498,How much do you feel your opinions are listened to?,No,Acknowledgment,,,8,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,511,Personal Growth,Yes,,,,,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,8,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,9,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,9,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,512,Meaning & Purpose,Yes,,,,,We do this really well. Not sure what else we can do in this space.,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,10,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,10,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,513,Clarity,Yes,,,,,More could be done to help me understand what is expected of me in my role.,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,7,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,9,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,8,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,514,Enablement,Yes,,,,,"Can't fault the resources the organisation have given me, I have access to the people and software I need.",2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,7,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,9,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,506,Open Question,Yes,,,,,,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,7,Score would be higher if we can address the cliques that have happened ,2016-2017,Paris,Sales
b583b3704c755790344d02e0cddc73f4e624cb495e3fc93d9492c45171a477b0,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,7,In general it is a great place to work,2016-2017,Paris,Sales
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,494,Safety,Yes,,,,,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,5,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,7,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,508,Freedom,Yes,,,,,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,7,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,6,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,509,Relationships,Yes,,,,,Having positive relationships makes it all worth it.,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,8,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,493,How much do you enjoy working with your team?,No,Relationships,,,7,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,499,How well do you get on with people at work?,No,Relationships,,,8,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,510,Acknowledgment,Yes,,,,,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,492,How much do you feel valued as an individual?,No,Acknowledgment,,,7,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,498,How much do you feel your opinions are listened to?,No,Acknowledgment,,,6,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,511,Personal Growth,Yes,,,,,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,7,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,8,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,9,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,512,Meaning & Purpose,Yes,,,,,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,9,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,9,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,513,Clarity,Yes,,,,,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,8,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,10,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,9,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,514,Enablement,Yes,,,,,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,7,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,8,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,506,Open Question,Yes,,,,,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,9,,2018-2019,Paris,Technology
bf867a78113203e11ceee35c798ff88b7e95fb8734b10b312903cfc0e765c93b,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,7,"There are definitely improvements with how the company is managed and support for its people. I believe in the work that we do and in the people I work with, and the potential opportunities - I would not have relocated to another country otherwise!",2018-2019,Paris,Technology
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,494,Safety,Yes,,,,,"Hot, hot, hot!",2018-2019,Mumbai,Finance
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,3,,2018-2019,Mumbai,Finance
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2018-2019,Mumbai,Finance
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,5,,2018-2019,Mumbai,Finance
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,508,Freedom,Yes,,,,,,2018-2019,Mumbai,Finance
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,7,,2018-2019,Mumbai,Finance
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,6,,2018-2019,Mumbai,Finance
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,509,Relationships,Yes,,,,,,2018-2019,Mumbai,Finance
672a540c21fb750b667f496db33d67e7418ba8cb241f3f583499953c9a923823,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,7,,2018-2019,Mumbai,Finance
